Date/Time,Gas:Facility [J](Hourly),Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly) 
 01/16  12:00:00,84277818.5451837,263665165.648589,97164660.5859424,107999965.722647,21150216.0925464,20756259.2520446,0.0,16337693.4700871,84277818.5451837 
 01/16  13:00:00,25683740.2362906,264841370.640824,97164660.5859424,107999965.722647,21501261.3192725,20722792.4559449,0.0,17163335.7244381,25683740.2362906 
 01/16  14:00:00,0.0,267338942.99431,97164660.5859424,107999965.722647,22067232.227377,20756195.2214735,0.0,18985708.3512087,0.0 
 01/16  15:00:00,0.0,271641105.210595,97164660.5859424,107999965.722647,22894341.013658,20854787.8376417,0.0,22238177.5050478,0.0 
 01/16  16:00:00,0.0,270879775.546468,97164660.5859424,107999965.722647,22953768.2049936,20833107.9741734,0.0,21473525.4982937,0.0 
 01/16  17:00:00,0.0,263572131.928893,97164660.5859424,107999965.722647,21229645.8209451,20660773.2221631,0.0,16261703.8510379,0.0 
 01/16  18:00:00,0.0,233233448.401125,97164660.5859424,107999965.722647,18990840.5605556,5157771.45879046,0.0,3865105.57801531,0.0 
 01/16  19:00:00,1396187.53547999,56969207.646408,21592146.7968761,18359994.17285,16410801.1912456,345356.982681881,0.0,257269.930337653,1396187.53547999 
 01/16  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/16  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/16  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/16  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/16  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/17  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/17  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/17  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/17  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/17  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/17  06:00:00,1349925977.38238,100528429.874127,21592146.7968761,18359994.17285,49095659.1692724,9567115.78186821,0.0,1886413.67597877,1349925977.38238 
 01/17  07:00:00,1302788784.12514,262153362.419152,97164660.5859424,107999965.722647,48694641.3356557,7281683.43727226,0.0,999323.355710113,1302788784.12514 
 01/17  08:00:00,723281387.000036,234383408.87194,97164660.5859424,107999965.722647,21065309.7260854,7175142.71713286,0.0,965716.472706724,723281387.000036 
 01/17  09:00:00,389794211.43017,232515105.60551,97164660.5859424,107999965.722647,18115752.5108096,7765614.10354701,0.0,1449889.975948,389794211.43017 
 01/17  10:00:00,243632346.141759,225781603.933599,97164660.5859424,107999965.722647,19044735.4280014,1083254.234068,0.0,482491.30698875,243632346.141759 
 01/17  11:00:00,162165390.57326,225761967.315934,97164660.5859424,107999965.722647,20409284.183084,188056.824260981,0.0,0.0,162165390.57326 
 01/17  12:00:00,92117308.1998475,226227709.910084,97164660.5859424,107999965.722647,20962432.5311711,100651.070323562,0.0,0.0,92117308.1998475 
 01/17  13:00:00,30602803.3087038,228874841.748009,97164660.5859424,107999965.722647,21410219.1611116,1322628.29548632,0.0,963886.215064781,30602803.3087038 
 01/17  14:00:00,1197846.19986001,266362708.184616,97164660.5859424,107999965.722647,22065645.6708496,20726395.9545589,0.0,18090653.8652848,1197846.19986001 
 01/17  15:00:00,0.0,271792175.745624,97164660.5859424,107999965.722647,23018656.7571597,20856194.5059849,0.0,22281356.9160263,0.0 
 01/17  16:00:00,0.0,268739915.452666,97164660.5859424,107999965.722647,22909857.2299951,20771998.9127277,0.0,19521426.3087974,0.0 
 01/17  17:00:00,0.0,262650989.563817,97164660.5859424,107999965.722647,21120327.5861365,20632978.1091178,0.0,15509433.4986146,0.0 
 01/17  18:00:00,0.0,233221563.714787,97164660.5859424,107999965.722647,18978439.2494142,5157827.96330956,0.0,3866499.36688054,0.0 
 01/17  19:00:00,2466964.71572919,56995692.2203856,21592146.7968761,18359994.17285,16436146.2568828,346548.899541785,0.0,257208.062112802,2466964.71572919 
 01/17  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/17  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/17  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/17  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/17  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/18  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/18  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/18  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/18  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/18  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/18  06:00:00,1473429066.91695,105955484.054926,21592146.7968761,18359994.17285,53277006.1575942,10309040.0560972,0.0,2380585.44008269,1473429066.91695 
 01/18  07:00:00,1387086796.68321,267030086.031178,97164660.5859424,107999965.722647,54583471.3550192,6757975.05942953,0.0,517401.372312173,1387086796.68321 
 01/18  08:00:00,995385932.491002,248081687.866096,97164660.5859424,107999965.722647,31320670.7442135,9154427.47816074,0.0,2410781.83034085,995385932.491002 
 01/18  09:00:00,485243421.341349,231809195.570748,97164660.5859424,107999965.722647,18523490.2143104,7143377.46299181,0.0,964733.771808052,485243421.341349 
 01/18  10:00:00,285931955.774107,229257500.34055,97164660.5859424,107999965.722647,18686209.7995629,4429761.55666507,0.0,963872.137234161,285931955.774107 
 01/18  11:00:00,195284632.543572,225312072.396769,97164660.5859424,107999965.722647,19904736.6300281,242709.458151835,0.0,0.0,195284632.543572 
 01/18  12:00:00,134929424.661125,225732405.202211,97164660.5859424,107999965.722647,20417156.8245641,150622.069057265,0.0,0.0,134929424.661125 
 01/18  13:00:00,81161910.7732118,226035305.524212,97164660.5859424,107999965.722647,20782252.4225993,88426.7930232462,0.0,0.0,81161910.7732118 
 01/18  14:00:00,17549043.1972246,228630254.940609,97164660.5859424,107999965.722647,21179385.8188265,1308430.44885117,0.0,963818.759311149,17549043.1972246 
 01/18  15:00:00,54401.4658860883,229488892.246704,97164660.5859424,107999965.722647,21902771.0002852,1375466.77559335,0.0,1030867.56695184,54401.4658860883 
 01/18  16:00:00,3907.54131295677,237005598.822259,97164660.5859424,107999965.722647,22156223.8243048,5501638.05909055,0.0,4123415.10894456,3907.54131295677 
 01/18  17:00:00,0.0,262334581.436311,97164660.5859424,107999965.722647,20802340.0831345,20632768.6990884,0.0,15503965.4874347,0.0 
 01/18  18:00:00,0.0,223855451.345254,97164660.5859424,107999965.722647,18690825.0366648,0.0,0.0,0.0,0.0 
 01/18  19:00:00,4463941.45973827,56335378.1571496,21592146.7968761,18359994.17285,16378153.7631726,5083.4242509733,0.0,0.0,4463941.45973827 
 01/18  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/18  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/18  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/18  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/18  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/19  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/19  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/19  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/19  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/19  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/19  06:00:00,1401060758.55562,103553355.547515,21592146.7968761,18359994.17285,50642752.7286225,10442132.802011,0.0,2479205.01202804,1401060758.55562 
 01/19  07:00:00,1366307420.5128,266310601.589011,97164660.5859424,107999965.722647,54571611.5379021,6310811.84000054,0.0,260039.441486736,1366307420.5128 
 01/19  08:00:00,833630280.983177,247718114.897926,97164660.5859424,107999965.722647,22920463.3758058,13667262.520972,0.0,5885566.37974365,833630280.983177 
 01/19  09:00:00,433532097.78574,231353558.656147,97164660.5859424,107999965.722647,18088066.0836967,7123922.69441756,0.0,964250.932554706,433532097.78574 
 01/19  10:00:00,263705356.023179,228398094.28631,97164660.5859424,107999965.722647,18048211.5724886,3719780.31573296,0.0,1446374.53852051,263705356.023179 
 01/19  11:00:00,180654514.978237,224730746.251212,97164660.5859424,107999965.722647,19349572.3539205,216547.588702316,0.0,0.0,180654514.978237 
 01/19  12:00:00,120174075.999771,225429782.91221,97164660.5859424,107999965.722647,20132436.7555364,132719.848083973,0.0,0.0,120174075.999771 
 01/19  13:00:00,63279195.9537304,225838500.988834,97164660.5859424,107999965.722647,20605025.7034586,68848.9767856912,0.0,0.0,63279195.9537304 
 01/19  14:00:00,8699141.34457167,228447834.379181,97164660.5859424,107999965.722647,21007671.3658401,1298803.00380556,0.0,963774.998325558,8699141.34457167 
 01/19  15:00:00,0.0,226749663.1692,97164660.5859424,107999965.722647,21585036.860611,0.0,0.0,0.0,0.0 
 01/19  16:00:00,0.0,236998022.051064,97164660.5859424,107999965.722647,21541412.2570605,5845683.63890734,0.0,4386069.68055664,0.0 
 01/19  17:00:00,0.0,261680162.288518,97164660.5859424,107999965.722647,20176280.6673142,20632135.5232198,0.0,15487656.4953509,0.0 
 01/19  18:00:00,0.0,223748513.222836,97164660.5859424,107999965.722647,18583886.9142469,0.0,0.0,0.0,0.0 
 01/19  19:00:00,5170229.92962728,56329471.6931394,21592146.7968761,18359994.17285,16371475.1933372,5855.53007607847,0.0,0.0,5170229.92962728 
 01/19  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/19  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/19  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/19  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/19  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/20  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/20  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/20  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/20  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/20  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/20  06:00:00,1497076643.60874,107379914.114157,21592146.7968761,18359994.17285,53897058.6986638,10833123.1606608,0.0,2658118.25958897,1497076643.60874 
 01/20  07:00:00,1396979021.51363,268191412.443771,97164660.5859424,107999965.722647,54586586.8169949,7427335.51569619,0.0,1000355.13976082,1396979021.51363 
 01/20  08:00:00,1043281398.10879,245888937.003132,97164660.5859424,107999965.722647,32523030.0166951,7225118.78494141,0.0,964160.273713664,1043281398.10879 
 01/20  09:00:00,512622413.929766,233203835.960082,97164660.5859424,107999965.722647,18778606.3095944,7792723.05296297,0.0,1448829.48984987,512622413.929766 
 01/20  10:00:00,299546537.216928,231824201.385227,97164660.5859424,107999965.722647,18930632.0531853,5775096.86719093,0.0,1928245.75035401,299546537.216928 
 01/20  11:00:00,201634601.251122,225617879.812478,97164660.5859424,107999965.722647,20196616.849149,256636.654740038,0.0,0.0,201634601.251122 
 01/20  12:00:00,133368143.213681,226005118.759236,97164660.5859424,107999965.722647,20691540.8397164,148951.610930845,0.0,0.0,133368143.213681 
 01/20  13:00:00,72323414.9929965,226290530.123156,97164660.5859424,107999965.722647,21047160.1406225,78743.6739441058,0.0,0.0,72323414.9929965 
 01/20  14:00:00,12340633.1806281,229039873.377287,97164660.5859424,107999965.722647,21595365.8928505,1302771.85647585,0.0,963986.85404106,12340633.1806281 
 01/20  15:00:00,40636.9056470354,228367302.0919,97164660.5859424,107999965.722647,22597821.8667099,343883.794526128,0.0,257420.487649798,40636.9056470354 
 01/20  16:00:00,0.0,237186728.448727,97164660.5859424,107999965.722647,22945271.3967643,5157745.76727968,0.0,3864822.90433729,0.0 
 01/20  17:00:00,0.0,253883544.87983,97164660.5859424,107999965.722647,21438950.8976318,15474978.949293,0.0,11638349.5315144,0.0 
 01/20  18:00:00,0.0,223991715.513214,97164660.5859424,107999965.722647,18827089.2046252,0.0,0.0,0.0,0.0 
 01/20  19:00:00,3582032.38266949,56359215.9474182,21592146.7968761,18359994.17285,16403056.1007395,4018.87695273582,0.0,0.0,3582032.38266949 
 01/20  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/20  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/20  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/20  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/20  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  06:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  07:00:00,1535566573.69784,110031219.926965,21592146.7968761,18359994.17285,55138000.8035008,11767400.4149046,0.0,3129767.12966142,1535566573.69784 
 01/21  08:00:00,1475351538.74689,100967866.954333,21592146.7968761,18359994.17285,54023824.1222199,6991901.86238694,0.0,0.0,1475351538.74689 
 01/21  09:00:00,1237737251.15078,92664078.1912217,21592146.7968761,18359994.17285,39811550.1538374,9969168.34524336,0.0,2893693.36980796,1237737251.15078 
 01/21  10:00:00,674727966.002719,65107256.6658313,21592146.7968761,18359994.17285,19204570.9052787,5950544.79082653,0.0,0.0,674727966.002719 
 01/21  11:00:00,453469442.698743,66548958.8642589,21592146.7968761,18359994.17285,17262270.4024348,7869314.86296346,0.0,1445612.15848482,453469442.698743 
 01/21  12:00:00,349594568.661745,72139187.7250027,21592146.7968761,18359994.17285,17190876.9219786,11086294.4624868,0.0,3858087.99226276,349594568.661745 
 01/21  13:00:00,298159026.915631,57907004.7852357,21592146.7968761,18359994.17285,17143350.8187891,811512.996720509,0.0,0.0,298159026.915631 
 01/21  14:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  15:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  16:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  17:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  18:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  19:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/21  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  06:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  07:00:00,1428631973.14447,103996856.090813,21592146.7968761,18359994.17285,51513044.5430397,10197036.3241116,0.0,2298088.72639675,1428631973.14447 
 01/22  08:00:00,1445431530.31049,100267341.113369,21592146.7968761,18359994.17285,53778943.0651762,6536257.07846697,0.0,0.0,1445431530.31049 
 01/22  09:00:00,1055185385.92506,94719149.2780812,21592146.7968761,18359994.17285,30417130.1031315,16321817.2126398,0.0,7910373.0313948,1055185385.92506 
 01/22  10:00:00,629950261.328402,100683606.782076,21592146.7968761,18359994.17285,18256225.4036148,26635962.7297198,0.0,15606133.3151073,629950261.328402 
 01/22  11:00:00,443094177.834554,80993071.0230079,21592146.7968761,18359994.17285,16896181.5155738,16266880.0112231,0.0,7761843.69578334,443094177.834554 
 01/22  12:00:00,341623057.276072,79148536.5178121,21592146.7968761,18359994.17285,16201517.7465077,15141812.7825901,0.0,7737248.85732497,341623057.276072 
 01/22  13:00:00,288962714.980558,56509904.199157,21592146.7968761,18359994.17285,16010283.3585791,547479.870851951,0.0,0.0,288962714.980558 
 01/22  14:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  15:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  16:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  17:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  18:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  19:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/22  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/23  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/23  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/23  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/23  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/23  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/23  06:00:00,1562073789.17069,112111892.074154,21592146.7968761,18359994.17285,56518171.9316889,12172392.2708829,0.0,3418408.27708287,1562073789.17069 
 01/23  07:00:00,1405778405.24606,265611596.565946,97164660.5859424,107999965.722647,53669520.8874641,6516567.72123311,0.0,257554.922655422,1405778405.24606 
 01/23  08:00:00,1139147409.0104,252232090.269098,97164660.5859424,107999965.722647,38783054.355274,7239831.64673753,0.0,1029736.83515002,1139147409.0104 
 01/23  09:00:00,550584374.740473,238975783.52832,97164660.5859424,107999965.722647,18811065.6439504,11024614.3399003,0.0,3921638.43477636,550584374.740473 
 01/23  10:00:00,315171389.903932,225669935.64076,97164660.5859424,107999965.722647,16951288.3872559,3554020.94491437,0.0,0.0,315171389.903932 
 01/23  11:00:00,210926590.972042,229360076.34806,97164660.5859424,107999965.722647,17112608.6809788,4147167.74283897,0.0,2894495.60448587,210926590.972042 
 01/23  12:00:00,140134876.558907,225972911.623967,97164660.5859424,107999965.722647,18383871.0233998,1446830.25941759,0.0,963925.801037099,140134876.558907 
 01/23  13:00:00,76812696.8238932,224611709.016426,97164660.5859424,107999965.722647,19363425.1063285,83657.6015080663,0.0,0.0,76812696.8238932 
 01/23  14:00:00,16179019.0051158,227183015.736381,97164660.5859424,107999965.722647,19733906.0188834,1306939.75329663,0.0,963797.766891709,16179019.0051158 
 01/23  15:00:00,0.0,225271796.565218,97164660.5859424,107999965.722647,20107170.2566288,0.0,0.0,0.0,0.0 
 01/23  16:00:00,27752.4202282383,243370517.711872,97164660.5859424,107999965.722647,20039091.9051999,10315922.9869423,0.0,7739329.15791282,27752.4202282383 
 01/23  17:00:00,10063.4498862666,242484439.023554,97164660.5859424,107999965.722647,19160511.8527997,10315667.2669127,0.0,7733226.37558107,10063.4498862666 
 01/23  18:00:00,0.0,241539521.708529,97164660.5859424,107999965.722647,18234647.6429226,10315074.9918737,0.0,7718533.97902724,0.0 
 01/23  19:00:00,9652565.55614116,56855510.21314,21592146.7968761,18359994.17285,16286564.6054859,355854.045855573,0.0,257403.467889953,9652565.55614116 
 01/23  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/23  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/23  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/23  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/23  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/24  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/24  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/24  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/24  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/24  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/24  06:00:00,1476534783.87709,105427385.273192,21592146.7968761,18359994.17285,53260256.8988213,10057940.4717087,0.0,2122823.26119904,1476534783.87709 
 01/24  07:00:00,1383093073.76597,266701020.16221,97164660.5859424,107999965.722647,54263309.7347303,6750015.2110144,0.0,516169.209387877,1383093073.76597 
