Date/Time,Gas:Facility [J](Hourly),Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly) 
 01/24  08:00:00,986967344.762465,244400415.683203,97164660.5859424,107999965.722647,31037177.6119732,7221440.64946213,0.0,964213.699185417,986967344.762465 
 01/24  09:00:00,475819038.750447,230421287.411289,97164660.5859424,107999965.722647,18286373.3427499,6480985.02507153,0.0,482738.959961274,475819038.750447 
 01/24  10:00:00,283546283.405702,228870816.368183,97164660.5859424,107999965.722647,18092997.1488651,4146898.12579293,0.0,1446636.4046139,283546283.405702 
 01/24  11:00:00,194119146.032927,225017158.360313,97164660.5859424,107999965.722647,19612096.919026,240435.132697438,0.0,0.0,194119146.032927 
 01/24  12:00:00,133070171.636927,225468408.820882,97164660.5859424,107999965.722647,20155456.4628309,148326.049461443,0.0,0.0,133070171.636927 
 01/24  13:00:00,79447496.4232468,225764729.880003,97164660.5859424,107999965.722647,20513568.3191917,86535.2522222552,0.0,0.0,79447496.4232468 
 01/24  14:00:00,18515194.1741199,230672396.555194,97164660.5859424,107999965.722647,20952324.3339273,2598869.47025996,0.0,1928782.96180466,18515194.1741199 
 01/24  15:00:00,47959.4809420132,226900673.64907,97164660.5859424,107999965.722647,21735996.2663361,51.0741445271377,0.0,0.0,47959.4809420132 
 01/24  16:00:00,5069.86284986282,237469408.956122,97164660.5859424,107999965.722647,22018336.0168058,5845318.39012601,0.0,4376738.48250743,5069.86284986282 
 01/24  17:00:00,0.0,262321747.162199,97164660.5859424,107999965.722647,20807396.166742,20632191.5065505,0.0,15489385.6868951,0.0 
 01/24  18:00:00,0.0,233138962.238139,97164660.5859424,107999965.722647,18847821.1038569,5159517.05219952,0.0,3909091.0367442,0.0 
 01/24  19:00:00,4320868.6612257,57544670.0760584,21592146.7968761,18359994.17285,16378679.7889421,692570.275356686,0.0,513963.754185261,4320868.6612257 
 01/24  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/24  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/24  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/24  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/24  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/25  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/25  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/25  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/25  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/25  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/25  06:00:00,1483267772.37706,106282764.258923,21592146.7968761,18359994.17285,53460431.7480162,10449381.3744213,0.0,2384192.13323372,1483267772.37706 
 01/25  07:00:00,1392293857.98437,268081242.914994,97164660.5859424,107999965.722647,54491355.1282378,7412558.589362,0.0,999995.004153282,1392293857.98437 
 01/25  08:00:00,1013335070.28557,249529815.39522,97164660.5859424,107999965.722647,31631447.3820207,9803716.13715692,0.0,2892982.8897071,1013335070.28557 
 01/25  09:00:00,492095642.264682,238572634.836911,97164660.5859424,107999965.722647,18426521.4428455,11014635.9549376,0.0,3914016.93228135,492095642.264682 
 01/25  10:00:00,287966023.75805,229993951.907605,97164660.5859424,107999965.722647,17148397.5174144,5727088.51319997,0.0,1927797.97154626,287966023.75805 
 01/25  11:00:00,195061497.756945,227245535.879154,97164660.5859424,107999965.722647,17303200.0217629,2821804.92920702,0.0,1929493.24260354,195061497.756945 
 01/25  12:00:00,129408354.905985,225402238.219084,97164660.5859424,107999965.722647,17827063.8983722,1433242.10761355,0.0,964065.091946612,129408354.905985 
 01/25  13:00:00,71405293.9621492,228281345.498938,97164660.5859424,107999965.722647,18506325.4762833,2656401.54154199,0.0,1927280.8029249,71405293.9621492 
 01/25  14:00:00,13811833.6478258,237851584.72981,97164660.5859424,107999965.722647,19066891.1655097,7751227.82210298,0.0,5786515.961703,13811833.6478258 
 01/25  15:00:00,0.0,251113888.983679,97164660.5859424,107999965.722647,18725810.1023833,15472963.9145045,0.0,11586682.5063388,0.0 
 01/25  16:00:00,0.0,250952998.130041,97164660.5859424,107999965.722647,18585957.0611285,15472081.6524402,0.0,11564813.6196907,0.0 
 01/25  17:00:00,54421.1778919348,250825681.394912,97164660.5859424,107999965.722647,18440690.3827278,15472702.5292992,0.0,11578674.7280946,54421.1778919348 
 01/25  18:00:00,0.0,259546554.434548,97164660.5859424,107999965.722647,18082932.3335147,20630416.4080908,0.0,15443619.069648,0.0 
 01/25  19:00:00,13356205.8365576,56854901.6048182,21592146.7968761,18359994.17285,16283040.5579098,359001.836813766,0.0,257010.77130552,13356205.8365576 
 01/25  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/25  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/25  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/25  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/25  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/26  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/26  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/26  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/26  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/26  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/26  06:00:00,1431667703.29893,104674644.573047,21592146.7968761,18359994.17285,52216138.7359813,10118405.3901225,0.0,2350730.46045024,1431667703.29893 
 01/26  07:00:00,1370809936.77272,267569449.47359,97164660.5859424,107999965.722647,54544941.0188863,7074515.0527141,0.0,775020.600431704,1370809936.77272 
 01/26  08:00:00,934167889.950136,262237287.260887,97164660.5859424,107999965.722647,28127504.6515714,18819041.2424738,0.0,9983397.28421552,934167889.950136 
 01/26  09:00:00,471985473.809191,256611357.508194,97164660.5859424,107999965.722647,18290424.6333724,21316667.5695908,0.0,11677279.8862187,471985473.809191 
 01/26  10:00:00,286272771.734472,244834574.181927,97164660.5859424,107999965.722647,17207667.1916822,14108070.5304117,0.0,8239864.50504046,286272771.734472 
 01/26  11:00:00,194567450.975774,227218865.27534,97164660.5859424,107999965.722647,17729354.1368106,2563519.87916636,0.0,1736550.76819207,194567450.975774 
 01/26  12:00:00,114999970.207425,223979217.523748,97164660.5859424,107999965.722647,18687601.7677643,126989.447394064,0.0,0.0,114999970.207425 
 01/26  13:00:00,40165621.2831138,224378144.175609,97164660.5859424,107999965.722647,19169834.2440155,43683.6230040271,0.0,0.0,40165621.2831138 
 01/26  14:00:00,1941060.37825173,263823741.195083,97164660.5859424,107999965.722647,19637651.6228303,20722890.8828539,0.0,17958482.4202847,1941060.37825173 
 01/26  15:00:00,0.0,264799667.771766,97164660.5859424,107999965.722647,19039598.7756915,20768753.961736,0.0,19430563.8057314,0.0 
 01/26  16:00:00,0.0,263691181.737137,97164660.5859424,107999965.722647,18135715.2704047,20762138.3693494,0.0,19239241.581183,0.0 
 01/26  17:00:00,0.0,261697954.390732,97164660.5859424,107999965.722647,18529646.6674585,20688541.9894494,0.0,17016730.2933758,0.0 
 01/26  18:00:00,0.0,259652948.877046,97164660.5859424,107999965.722647,18178699.5664814,20630436.6177146,0.0,15444191.617803,0.0 
 01/26  19:00:00,21668472.2269148,56267101.9637589,21592146.7968761,18359994.17285,16291249.6359831,23711.3580497937,0.0,0.0,21668472.2269148 
 01/26  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/26  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/26  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/26  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/26  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/27  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/27  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/27  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/27  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/27  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/27  06:00:00,1380334564.66199,103233505.816856,21592146.7968761,18359994.17285,49805954.9317817,10754251.9838381,0.0,2681994.0490827,1380334564.66199 
 01/27  07:00:00,1361899789.10064,267522619.117748,97164660.5859424,107999965.722647,54655469.2785789,6949773.01695655,0.0,742767.069593108,1361899789.10064 
 01/27  08:00:00,817946914.614416,240626767.731169,97164660.5859424,107999965.722647,22773695.0348303,9756586.79943943,0.0,2892908.64047998,817946914.614416 
 01/27  09:00:00,419472793.449556,233887195.786426,97164660.5859424,107999965.722647,18358111.8194515,8409337.74761774,0.0,1927655.51838351,419472793.449556 
 01/27  10:00:00,252389073.051221,228578382.537226,97164660.5859424,107999965.722647,19407079.6562129,3028634.28286617,0.0,964253.14183277,252389073.051221 
 01/27  11:00:00,167401731.037139,226078068.76955,97164660.5859424,107999965.722647,20717518.452135,195924.008825905,0.0,0.0,167401731.037139 
 01/27  12:00:00,95699599.3387648,226396803.603444,97164660.5859424,107999965.722647,21127492.6256654,104684.669189477,0.0,0.0,95699599.3387648 
 01/27  13:00:00,32267305.1435244,263922167.743969,97164660.5859424,107999965.722647,21509105.1775669,20697586.7445728,0.0,16290475.599025,32267305.1435244 
 01/27  14:00:00,1846595.82664873,265446596.604842,97164660.5859424,107999965.722647,22159202.8581058,20695776.5737858,0.0,17134252.7660547,1846595.82664873 
 01/27  15:00:00,0.0,270891612.022171,97164660.5859424,107999965.722647,23265442.058895,20823411.4860441,0.0,21186196.8736966,0.0 
 01/27  16:00:00,0.0,274168712.664152,97164660.5859424,107999965.722647,23745150.6133886,20899674.6933059,0.0,23801602.2453954,0.0 
 01/27  17:00:00,0.0,265545601.228094,97164660.5859424,107999965.722647,22183402.1651071,20692805.6415358,0.0,17206646.8817813,0.0 
 01/27  18:00:00,0.0,233780601.7657,97164660.5859424,107999965.722647,19484201.1448792,5159681.14275927,0.0,3913654.69637842,0.0 
 01/27  19:00:00,1059100.4724147,57066291.7329305,21592146.7968761,18359994.17285,16508455.4526503,344977.071578515,0.0,257002.4349255,1059100.4724147 
 01/27  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/27  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/27  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/27  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/27  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  06:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  07:00:00,1457061692.76836,106156944.538789,21592146.7968761,18359994.17285,52984044.106398,10548666.4141598,0.0,2632188.52358278,1457061692.76836 
 01/28  08:00:00,1454652454.78124,100652134.190045,21592146.7968761,18359994.17285,53869139.0502492,6830854.17006943,0.0,0.0,1454652454.78124 
 01/28  09:00:00,1132030769.61836,96616718.2768066,21592146.7968761,18359994.17285,32186644.6270451,16454720.6856382,0.0,7910834.55251802,1132030769.61836 
 01/28  10:00:00,617101176.975383,91813527.8827819,21592146.7968761,18359994.17285,18508139.9198546,21432851.4481922,0.0,11752875.9726839,617101176.975383 
 01/28  11:00:00,412011816.706532,62698222.0859149,21592146.7968761,18359994.17285,16819702.7875059,5926378.32868298,0.0,0.0,412011816.706532 
 01/28  12:00:00,320963951.553268,71074832.8179636,21592146.7968761,18359994.17285,16253266.415342,9979382.16603679,0.0,4820222.40000418,320963951.553268 
 01/28  13:00:00,271857705.890987,56822831.1273121,21592146.7968761,18359994.17285,16421914.1987431,448775.958843017,0.0,0.0,271857705.890987 
 01/28  14:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  15:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  16:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  17:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  18:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  19:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/28  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  06:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  07:00:00,1374335619.1008,101923423.931086,21592146.7968761,18359994.17285,49809024.7032683,9944960.76375995,0.0,2181023.879556,1374335619.1008 
 01/29  08:00:00,1423200654.29684,102229125.059799,21592146.7968761,18359994.17285,53599486.2475667,7697192.30375613,0.0,965659.366964938,1423200654.29684 
 01/29  09:00:00,952976213.652121,96943956.3591682,21592146.7968761,18359994.17285,23459375.8973458,21496550.4613398,0.0,11848480.0748897,952976213.652121 
 01/29  10:00:00,567773170.460919,100289938.720187,21592146.7968761,18359994.17285,17882394.4558705,26608965.9009507,0.0,15600008.5593909,567773170.460919 
 01/29  11:00:00,445872666.211249,99237146.8167164,21592146.7968761,18359994.17285,16708425.489325,26626061.4564392,0.0,15690804.8208098,445872666.211249 
 01/29  12:00:00,387650657.266268,98575349.7383866,21592146.7968761,18359994.17285,16263186.9475433,26608365.0033481,0.0,15498913.194876,387650657.266268 
 01/29  13:00:00,366075034.795694,87554866.1608556,21592146.7968761,18359994.17285,16061592.9989527,19782095.0289291,0.0,11573578.9381279,366075034.795694 
 01/29  14:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  15:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  16:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  17:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  18:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  19:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/29  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/30  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/30  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/30  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/30  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/30  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/30  06:00:00,1608319760.29235,113937068.5613,21592146.7968761,18359994.17285,59319775.1888726,11641534.8619687,0.0,2971873.39174616,1608319760.29235 
 01/30  07:00:00,1401651559.28099,265248313.922727,97164660.5859424,107999965.722647,53393998.9913188,6428622.96510617,0.0,257372.507410868,1401651559.28099 
 01/30  08:00:00,1134386905.10564,250437874.079165,97164660.5859424,107999965.722647,38200357.7951121,6583094.28507219,0.0,482877.465853859,1134386905.10564 
 01/30  09:00:00,538422188.696458,229622060.031102,97164660.5859424,107999965.722647,18616192.925581,5841240.79693136,0.0,0.0,538422188.696458 
 01/30  10:00:00,311713967.303487,243516059.132741,97164660.5859424,107999965.722647,16857149.5935339,13600972.1021913,0.0,7778656.68892786,311713967.303487 
 01/30  11:00:00,213565312.330922,225802356.961027,97164660.5859424,107999965.722647,16949237.5444776,2218291.74137872,0.0,1448639.18009296,213565312.330922 
 01/30  12:00:00,144924280.045404,227119705.725917,97164660.5859424,107999965.722647,17255428.1624002,2742427.26471607,0.0,1927452.90670207,144924280.045404 
 01/30  13:00:00,79922767.8608435,222848630.610534,97164660.5859424,107999965.722647,17596918.2096018,87086.0923431057,0.0,0.0,79922767.8608435 
 01/30  14:00:00,25018311.8442276,225463574.604606,97164660.5859424,107999965.722647,18003759.2710058,1316572.95809769,0.0,963813.278613473,25018311.8442276 
 01/30  15:00:00,26617.543902843,226569231.370661,97164660.5859424,107999965.722647,19136837.1565105,1289390.75689016,0.0,963769.630430283,26617.543902843 
 01/30  16:00:00,19232.2616488068,242838630.50789,97164660.5859424,107999965.722647,19531641.113788,10314886.0291253,0.0,7710943.06225171,19232.2616488068 
 01/30  17:00:00,0.0,251576660.369385,97164660.5859424,107999965.722647,19177942.0651436,15472986.3469096,0.0,11587388.8245706,0.0 
 01/30  18:00:00,0.0,223337667.590533,97164660.5859424,107999965.722647,18173041.2819434,0.0,0.0,0.0,0.0 
 01/30  19:00:00,7932629.27348606,57423888.4958572,21592146.7968761,18359994.17285,16253698.6711582,696629.438226774,0.0,513975.871883648,7932629.27348606 
 01/30  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/30  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/30  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/30  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/30  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/31  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/31  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/31  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/31  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/31  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/31  06:00:00,1389715721.13554,103734837.846761,21592146.7968761,18359994.17285,50229990.4156178,10789638.5135807,0.0,2721629.60117243,1389715721.13554 
 01/31  07:00:00,1360075293.9791,267184115.352068,97164660.5859424,107999965.722647,54321914.567618,6945602.46915473,0.0,741621.124406647,1360075293.9791 
 01/31  08:00:00,781054314.731074,251240581.375083,97164660.5859424,107999965.722647,21892326.3016241,16208455.59133,0.0,7861235.33470959,781054314.731074 
 01/31  09:00:00,413766902.93519,256099194.927673,97164660.5859424,107999965.722647,17786655.5291622,21313622.6113238,0.0,11664546.3358079,413766902.93519 
 01/31  10:00:00,257187380.45391,232399818.242333,97164660.5859424,107999965.722647,17112587.8993831,6183479.90768164,0.0,3882051.38599508,257187380.45391 
 01/31  11:00:00,175940999.071484,222697786.546875,97164660.5859424,107999965.722647,17324079.8078144,209080.430471202,0.0,0.0,175940999.071484 
 01/31  12:00:00,122268575.17563,222780688.737639,97164660.5859424,107999965.722647,17481366.5378238,134695.891226134,0.0,0.0,122268575.17563 
 01/31  13:00:00,115413156.822361,222869618.4368,97164660.5859424,107999965.722647,17578411.3238654,126580.804345566,0.0,0.0,115413156.822361 
 01/31  14:00:00,103265289.557764,225263782.318126,97164660.5859424,107999965.722647,17719005.5907498,1402245.55184513,0.0,963542.757186832,103265289.557764 
 01/31  15:00:00,56306664.4474406,223084984.055098,97164660.5859424,107999965.722647,17859109.2700652,61248.476443307,0.0,0.0,56306664.4474406 
 01/31  16:00:00,19575629.3466542,223149577.757641,97164660.5859424,107999965.722647,17963661.1586188,21290.2904327606,0.0,0.0,19575629.3466542 
 01/31  17:00:00,5363593.58459969,223228761.107136,97164660.5859424,107999965.722647,18058301.0811791,5833.71736805809,0.0,0.0,5363593.58459969 
 01/31  18:00:00,4116995.35585403,250275843.476942,97164660.5859424,107999965.722647,17878101.2775471,15477347.2753324,0.0,11584046.1862347,4116995.35585403 
 01/31  19:00:00,86099640.2793829,56316266.84112,21592146.7968761,18359994.17285,16251623.135007,112502.736386927,0.0,0.0,86099640.2793829 
 01/31  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/31  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/31  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/31  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/31  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
